team;transfermarkt_id;shirt_number;player_name;position;birth_date;age;club;height_cm;foot;international_caps;international_goals;debut_date;market_value;transfermarkt_url
Haiti;1061046;3;Keeto Thermoncy;Difensore centrale;29/03/2006;20;BSC Young Boys U21;1,79m;destro;1;-;10/10/2025;100 mila €;https://www.transfermarkt.com/keeto-thermoncy/profil/spieler/1061046
Haiti;278145;4;Ricardo Adé;Difensore centrale;21/05/1990;36;LDU Quito;1,90m;destro;59;2;03/09/2016;300 mila €;https://www.transfermarkt.com/ricardo-ade/profil/spieler/278145
Haiti;338635;5;Hannes Delcroix;Difensore centrale;28/02/1999;27;FC Lugano;1,83m;sinistro;7;-;14/10/2025;2,00 mln €;https://www.transfermarkt.com/hannes-delcroix/profil/spieler/338635
Haiti;718244;6;Carl Sainté;Mediano;09/08/2002;23;El Paso Locomotive FC;1,82m;destro;26;-;27/03/2022;125 mila €;https://www.transfermarkt.com/carl-sainte/profil/spieler/718244
Haiti;354763;7;Derrick Etienne Jr.;Ala sinistra;25/11/1996;29;Toronto FC;1,78m;destro;48;8;09/11/2016;800 mila €;https://www.transfermarkt.com/derrick-etienne-jr-/profil/spieler/354763
Haiti;804885;8;Martin Expérience;Terzino sinistro;09/03/1999;27;AS Nancy-Lorraine;1,78m;sinistro;21;-;02/07/2021;350 mila €;https://www.transfermarkt.com/martin-experience/profil/spieler/804885
Haiti;345763;9;Duckens Nazon;Punta centrale;07/04/1994;32;Esteghlal FC;1,81m;destro;78;44;14/11/2014;800 mila €;https://www.transfermarkt.com/duckens-nazon/profil/spieler/345763
Haiti;450050;10;Jean-Ricner Bellegarde;Centrocampista;27/06/1998;27;Wolverhampton Wanderers;1,70m;destro;10;-;06/09/2025;16,00 mln €;https://www.transfermarkt.com/jean-ricner-bellegarde/profil/spieler/450050
Haiti;646108;11;Louicius Deedson;Ala destra;11/02/2001;25;FC Dallas;1,78m;sinistro;32;10;25/03/2021;1,20 mln €;https://www.transfermarkt.com/louicius-deedson/profil/spieler/646108
Haiti;838947;12;Alexandre Pierre;Portiere;25/02/2001;25;FC Sochaux-Montbéliard;1,90m;destro;15;-;04/06/2022;700 mila €;https://www.transfermarkt.com/alexandre-pierre/profil/spieler/838947
Haiti;375472;13;Duke Lacroix;Terzino sinistro;14/10/1993;32;Colorado Springs Switchbacks FC;1,75m;sinistro;16;3;13/06/2023;125 mila €;https://www.transfermarkt.com/duke-lacroix/profil/spieler/375472
Haiti;552467;14;Leverton Pierre;Mediano;09/03/1998;28;FC Vizela;1,81m;destro;33;-;12/06/2021;200 mila €;https://www.transfermarkt.com/leverton-pierre/profil/spieler/552467
Haiti;536520;15;Ruben Providence;Ala sinistra;07/07/2001;24;Almere City FC;1,78m;destro;15;3;22/03/2025;300 mila €;https://www.transfermarkt.com/ruben-providence/profil/spieler/536520
Haiti;815359;16;Lenny Joseph;Punta centrale;12/10/2000;25;Ferencvárosi TC;1,82m;destro;2;1;03/06/2026;2,00 mln €;https://www.transfermarkt.com/lenny-joseph/profil/spieler/815359
Haiti;628834;17;Danley Jean Jacques;Mediano;20/05/2000;26;Philadelphia Union;1,82m;destro;30;6;25/03/2023;3,00 mln €;https://www.transfermarkt.com/danley-jean-jacques/profil/spieler/628834
Haiti;494237;18;Wilson Isidor;Punta centrale;27/08/2000;25;AFC Sunderland;1,84m;destro;4;2;29/03/2026;18,00 mln €;https://www.transfermarkt.com/wilson-isidor/profil/spieler/494237
Haiti;342878;19;Yassin Fortuné;Punta centrale;30/01/1999;27;FC Vizela;1,86m;destro;4;-;06/09/2025;300 mila €;https://www.transfermarkt.com/yassin-fortune/profil/spieler/342878
Haiti;492955;20;Frantzdy Pierrot;Punta centrale;29/03/1995;31;Caykur Rizespor;1,94m;destro;51;34;11/09/2018;1,50 mln €;https://www.transfermarkt.com/frantzdy-pierrot/profil/spieler/492955
Haiti;763182;21;Josué Casimir;Ala destra;24/09/2001;24;AJ Auxerre;1,78m;destro;7;-;10/10/2025;3,00 mln €;https://www.transfermarkt.com/josue-casimir/profil/spieler/763182
Haiti;344864;22;Jean-Kévin Duverne;Difensore centrale;12/07/1997;28;KAA Gent;1,84m;destro;17;1;23/03/2024;2,00 mln €;https://www.transfermarkt.com/jean-kevin-duverne/profil/spieler/344864
Haiti;490369;23;Josué Duverger;Portiere;27/04/2000;26;FC Cosmos Koblenz;1,87m;sinistro;6;-;21/11/2018;50 mila €;https://www.transfermarkt.com/josue-duverger/profil/spieler/490369
Haiti;609691;24;Wilguens Paugain;Terzino destro;24/08/2001;24;Zulte Waregem;1,80m;destro;8;-;22/03/2025;800 mila €;https://www.transfermarkt.com/wilguens-paugain/profil/spieler/609691
Haiti;988188;25;Dominique Simon;Mediano;29/07/2000;25;FC Tatran Presov;1,78m;destro;2;-;03/06/2026;200 mila €;https://www.transfermarkt.com/dominique-simon/profil/spieler/988188
Haiti;1017735;26;Woodensky Pierre;Mediano;30/12/2004;21;Violette Athletic Club;1,77m;destro;1;-;31/03/2026;100 mila €;https://www.transfermarkt.com/woodensky-pierre/profil/spieler/1017735
Inghilterra;130164;1;Jordan Pickford;Portiere;07/03/1994;32;FC Everton;1,85m;sinistro;82;-;10/11/2017;13,00 mln €;https://www.transfermarkt.com/jordan-pickford/profil/spieler/130164
Inghilterra;413403;2;Ezri Konsa;Difensore centrale;23/10/1997;28;Aston Villa;1,80m;destro;18;1;23/03/2024;40,00 mln €;https://www.transfermarkt.com/ezri-konsa/profil/spieler/413403
Inghilterra;743413;3;Nico O'Reilly;Terzino sinistro;21/03/2005;21;Manchester City;1,93m;sinistro;3;-;13/11/2025;70,00 mln €;https://www.transfermarkt.com/nico-oreilly/profil/spieler/743413
Inghilterra;357662;4;Declan Rice;Centrocampista;14/01/1999;27;FC Arsenal;1,88m;destro;72;6;22/03/2019;120,00 mln €;https://www.transfermarkt.com/declan-rice/profil/spieler/357662
Inghilterra;186590;5;John Stones;Difensore centrale;28/05/1994;32;Manchester City;1,88m;destro;87;3;30/05/2014;12,00 mln €;https://www.transfermarkt.com/john-stones/profil/spieler/186590
Inghilterra;392757;6;Marc Guéhi;Difensore centrale;13/07/2000;25;Manchester City;1,82m;destro;27;1;26/03/2022;70,00 mln €;https://www.transfermarkt.com/marc-guehi/profil/spieler/392757
Inghilterra;433177;7;Bukayo Saka;Ala destra;05/09/2001;24;FC Arsenal;1,78m;sinistro;48;14;08/10/2020;110,00 mln €;https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177
Inghilterra;567576;8;Elliot Anderson;Centrocampista;06/11/2002;23;Nottingham Forest;1,79m;destro;7;-;06/09/2025;75,00 mln €;https://www.transfermarkt.com/elliot-anderson/profil/spieler/567576
Inghilterra;132098;9;Harry Kane;Punta centrale;28/07/1993;32;FC Bayern Monaco;1,88m;destro;112;78;27/03/2015;60,00 mln €;https://www.transfermarkt.com/harry-kane/profil/spieler/132098
Inghilterra;581678;10;Jude Bellingham;Trequartista;29/06/2003;22;Real Madrid;1,86m;destro;46;6;12/11/2020;130,00 mln €;https://www.transfermarkt.com/jude-bellingham/profil/spieler/581678
Inghilterra;258923;11;Marcus Rashford;Ala sinistra;31/10/1997;28;FC Barcellona;1,85m;destro;70;18;27/05/2016;40,00 mln €;https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923
Inghilterra;503981;12;Tino Livramento;Terzino destro;12/11/2002;23;Newcastle United;1,82m;destro;5;-;17/11/2024;45,00 mln €;https://www.transfermarkt.com/tino-livramento/profil/spieler/503981
Inghilterra;258919;13;Dean Henderson;Portiere;12/03/1997;29;Crystal Palace;1,88m;destro;4;-;12/11/2020;28,00 mln €;https://www.transfermarkt.com/dean-henderson/profil/spieler/258919
Inghilterra;61651;14;Jordan Henderson;Mediano;17/06/1990;35;FC Brentford;1,82m;destro;88;3;17/11/2010;1,20 mln €;https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651
Inghilterra;134270;15;Dan Burn;Difensore centrale;09/05/1992;34;Newcastle United;2,01m;sinistro;6;-;21/03/2025;4,00 mln €;https://www.transfermarkt.com/dan-burn/profil/spieler/134270
Inghilterra;820374;16;Kobbie Mainoo;Centrocampista;19/04/2005;21;Manchester United;1,84m;destro;12;-;23/03/2024;70,00 mln €;https://www.transfermarkt.com/kobbie-mainoo/profil/spieler/820374
Inghilterra;503743;17;Morgan Rogers;Trequartista;26/07/2002;23;Aston Villa;1,87m;destro;13;1;14/11/2024;90,00 mln €;https://www.transfermarkt.com/morgan-rogers/profil/spieler/503743
Inghilterra;503733;18;Anthony Gordon;Ala sinistra;24/02/2001;25;Newcastle United;1,83m;destro;17;2;23/03/2024;65,00 mln €;https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733
Inghilterra;324358;19;Ollie Watkins;Punta centrale;30/12/1995;30;Aston Villa;1,80m;destro;20;6;25/03/2021;25,00 mln €;https://www.transfermarkt.com/ollie-watkins/profil/spieler/324358
Inghilterra;503987;20;Noni Madueke;Ala destra;10/03/2002;24;FC Arsenal;1,82m;sinistro;10;1;10/09/2024;50,00 mln €;https://www.transfermarkt.com/noni-madueke/profil/spieler/503987
Inghilterra;479999;21;Eberechi Eze;Trequartista;29/06/1998;27;FC Arsenal;1,78m;destro;16;3;16/06/2023;65,00 mln €;https://www.transfermarkt.com/eberechi-eze/profil/spieler/479999
Inghilterra;251664;22;Ivan Toney;Punta centrale;16/03/1996;30;Al-Ahli SFC;1,85m;destro;7;1;26/03/2023;20,00 mln €;https://www.transfermarkt.com/ivan-toney/profil/spieler/251664
Inghilterra;566799;23;James Trafford;Portiere;10/10/2002;23;Manchester City;1,92m;destro;1;-;27/03/2026;25,00 mln €;https://www.transfermarkt.com/james-trafford/profil/spieler/566799
Inghilterra;472423;24;Reece James;Terzino destro;08/12/1999;26;Chelsea FC;1,80m;destro;22;1;08/10/2020;60,00 mln €;https://www.transfermarkt.com/reece-james/profil/spieler/472423
Inghilterra;483348;25;Djed Spence;Terzino sinistro;09/08/2000;25;Tottenham Hotspur;1,84m;destro;4;-;09/09/2025;30,00 mln €;https://www.transfermarkt.com/djed-spence/profil/spieler/483348
Inghilterra;632349;26;Jarell Quansah;Difensore centrale;29/01/2003;23;Bayer 04 Leverkusen;1,90m;destro;1;-;16/11/2025;45,00 mln €;https://www.transfermarkt.com/jarell-quansah/profil/spieler/632349
Iran;229081;1;Alireza Beiranvand;Portiere;21/09/1992;33;Tractor FC;1,95m;destro;86;-;04/01/2015;650 mila €;https://www.transfermarkt.com/alireza-beiranvand/profil/spieler/229081
Iran;697155;2;Saleh Hardani;Terzino destro;26/12/1998;27;Esteghlal FC;1,76m;destro;18;1;02/09/2021;800 mila €;https://www.transfermarkt.com/saleh-hardani/profil/spieler/697155
Iran;77547;3;Ehsan Hajsafi;Terzino sinistro;25/02/1990;36;Sepahan FC;1,78m;sinistro;143;7;25/05/2008;250 mila €;https://www.transfermarkt.com/ehsan-hajsafi/profil/spieler/77547
Iran;213715;4;Shoja Khalilzadeh;Difensore centrale;14/05/1989;37;Tractor FC;1,83m;destro;57;2;05/07/2009;100 mila €;https://www.transfermarkt.com/shoja-khalilzadeh/profil/spieler/213715
Iran;333355;5;Milad Mohammadi;Terzino sinistro;29/09/1993;32;Persepolis FC;1,75m;sinistro;75;1;11/06/2015;900 mila €;https://www.transfermarkt.com/milad-mohammadi/profil/spieler/333355
Iran;249271;6;Saeed Ezatolahi;Mediano;01/10/1996;29;Shabab Al-Ahli Club;1,89m;destro;82;2;11/06/2015;1,80 mln €;https://www.transfermarkt.com/saeed-ezatolahi/profil/spieler/249271
Iran;213268;7;Alireza Jahanbakhsh;Ala destra;11/08/1993;32;FCV Dender EH;1,80m;destro;97;17;15/10/2013;500 mila €;https://www.transfermarkt.com/alireza-jahanbakhsh/profil/spieler/213268
Iran;603149;8;Mohammad Mohebi;Ala sinistra;20/12/1998;27;FK Rostów;1,87m;destro;35;13;10/10/2019;2,50 mln €;https://www.transfermarkt.com/mohammad-mohebi/profil/spieler/603149
Iran;307058;9;Mehdi Taremi;Punta centrale;18/07/1992;33;Olympiacos Pireo;1,87m;destro;104;58;11/06/2015;2,00 mln €;https://www.transfermarkt.com/mehdi-taremi/profil/spieler/307058
Iran;478192;10;Mehdi Ghayedi;Ala sinistra;05/12/1998;27;Al-Nasr SC (UAE);1,66m;destro;28;8;08/10/2020;4,50 mln €;https://www.transfermarkt.com/mehdi-ghayedi/profil/spieler/478192
Iran;249360;11;Ali Alipour;Punta centrale;11/11/1995;30;Persepolis FC;1,81m;entrambi;14;1;17/03/2018;1,70 mln €;https://www.transfermarkt.com/ali-alipour/profil/spieler/249360
Iran;343044;12;Payam Niazmand;Portiere;06/04/1995;31;Persepolis FC;1,93m;destro;13;-;08/10/2020;700 mila €;https://www.transfermarkt.com/payam-niazmand/profil/spieler/343044
Iran;249400;13;Hossein Kanaani;Difensore centrale;23/03/1994;32;Persepolis FC;1,88m;destro;64;6;11/06/2015;1,60 mln €;https://www.transfermarkt.com/hossein-kanaani/profil/spieler/249400
Iran;204294;14;Saman Ghoddos;Trequartista;06/09/1993;32;Kalba FC;1,76m;destro;67;2;05/10/2017;1,20 mln €;https://www.transfermarkt.com/saman-ghoddos/profil/spieler/204294
Iran;273879;15;Roozbeh Cheshmi;Mediano;24/07/1993;32;Esteghlal FC;1,92m;destro;39;2;31/08/2017;450 mila €;https://www.transfermarkt.com/roozbeh-cheshmi/profil/spieler/273879
Iran;283833;16;Mehdi Torabi;Ala sinistra;10/09/1994;31;Tractor FC;1,85m;destro;51;7;11/06/2015;1,20 mln €;https://www.transfermarkt.com/mehdi-torabi/profil/spieler/283833
Iran;932724;17;Arya Yousefi;Terzino destro;22/04/2002;24;Sepahan FC;1,81m;destro;12;1;06/06/2024;1,50 mln €;https://www.transfermarkt.com/arya-yousefi/profil/spieler/932724
Iran;542380;18;Amirhossein Hosseinzadeh;Punta centrale;30/10/2000;25;Tractor FC;1,78m;destro;18;5;24/03/2022;2,20 mln €;https://www.transfermarkt.com/amirhossein-hosseinzadeh/profil/spieler/542380
Iran;527092;19;Ali Nemati;Difensore centrale;07/02/1996;30;Foolad FC;1,82m;sinistro;18;-;10/10/2024;550 mila €;https://www.transfermarkt.com/ali-nemati/profil/spieler/527092
Iran;357125;20;Shahriar Moghanlou;Punta centrale;21/12/1994;31;Kalba FC;1,89m;sinistro;19;1;23/03/2023;800 mila €;https://www.transfermarkt.com/shahriar-moghanlou/profil/spieler/357125
Iran;856087;21;Mohammad Ghorbani;Mediano;21/05/2001;25;Al-Wahda FC;1,90m;destro;16;-;26/03/2024;1,20 mln €;https://www.transfermarkt.com/mohammad-ghorbani/profil/spieler/856087
Iran;132561;22;Seyed Hossein Hosseini;Portiere;30/06/1992;33;Sepahan FC;1,89m;destro;13;-;17/03/2018;500 mila €;https://www.transfermarkt.com/seyed-hossein-hosseini/profil/spieler/132561
Iran;188312;23;Ramin Rezaeian;Terzino destro;21/03/1990;36;Foolad FC;1,84m;destro;75;8;04/01/2015;250 mila €;https://www.transfermarkt.com/ramin-rezaeian/profil/spieler/188312
Iran;249303;24;Dennis Eckert Ayensa;Punta centrale;09/01/1997;29;Standard Liegi;1,82m;destro;-;-;-;2,00 mln €;https://www.transfermarkt.com/dennis-eckert-ayensa/profil/spieler/249303
Iran;1080301;25;Danial Eiri;Difensore centrale;26/10/2003;22;Malavan Bandar Anzali;1,82m;destro;-;-;-;1,00 mln €;https://www.transfermarkt.com/danial-eiri/profil/spieler/1080301
Iran;1051591;26;Amirmohammad Razzaghinia;Centrocampista;11/04/2006;20;Esteghlal FC;1,87m;destro;4;-;10/06/2025;1,20 mln €;https://www.transfermarkt.com/amirmohammad-razzaghinia/profil/spieler/1051591
Iraq;377268;1;Fahad Talib;Portiere;21/10/1994;31;Al-Talaba SC;1,93m;;20;-;01/06/2017;375 mila €;https://www.transfermarkt.com/fahad-talib/profil/spieler/377268
Iraq;217073;2;Rebin Sulaka;Difensore centrale;12/04/1992;34;Port FC;1,92m;destro;53;1;11/06/2015;100 mila €;https://www.transfermarkt.com/rebin-sulaka/profil/spieler/217073
Iraq;585325;3;Hussein Ali;Terzino destro;01/03/2002;24;Pogon Szczecin;1,82m;destro;26;1;07/09/2023;400 mila €;https://www.transfermarkt.com/hussein-ali/profil/spieler/585325
Iraq;931147;4;Zaid Tahseen;Difensore centrale;29/01/2001;25;Pakhtakor Tashkent;1,93m;;26;1;26/09/2022;600 mila €;https://www.transfermarkt.com/zaid-tahseen/profil/spieler/931147
Iraq;933541;5;Akam Hashem;Difensore centrale;16/08/1998;27;Al-Zawraa SC;1,86m;sinistro;13;1;11/06/2024;700 mila €;https://www.transfermarkt.com/akam-hashem/profil/spieler/933541
Iraq;945266;6;Manaf Younis;Difensore centrale;16/11/1996;29;Al-Shorta SC;1,90m;destro;32;1;30/11/2021;300 mila €;https://www.transfermarkt.com/manaf-younis/profil/spieler/945266
Iraq;684307;7;Youssef Amyn;Ala sinistra;21/08/2003;22;AEK Larnaca;1,75m;destro;26;2;16/11/2023;550 mila €;https://www.transfermarkt.com/youssef-amyn/profil/spieler/684307
Iraq;560957;8;Ibrahim Bayesh;Trequartista;01/05/2000;26;Al-Dhafra FC;1,77m;destro;73;8;08/05/2018;800 mila €;https://www.transfermarkt.com/ibrahim-bayesh/profil/spieler/560957
Iraq;610581;9;Ali Al-Hamadi;Punta centrale;01/03/2002;24;Luton Town;1,87m;destro;19;5;11/11/2021;1,50 mln €;https://www.transfermarkt.com/ali-al-hamadi/profil/spieler/610581
Iraq;589646;10;Mohanad Ali;Punta centrale;20/06/2000;25;Dibba SCC;1,83m;destro;69;26;23/12/2017;1,20 mln €;https://www.transfermarkt.com/mohanad-ali/profil/spieler/589646
Iraq;833817;11;Ahmed Qasem;Ala destra;12/07/2003;22;Nashville SC;1,83m;sinistro;2;-;29/05/2026;3,50 mln €;https://www.transfermarkt.com/ahmed-qasem/profil/spieler/833817
Iraq;206782;12;Jalal Hassan;Portiere;18/05/1991;35;Al-Zawraa SC;1,84m;destro;97;-;16/07/2011;250 mila €;https://www.transfermarkt.com/jalal-hassan/profil/spieler/206782
Iraq;576265;13;Ali Yousif;Punta centrale;19/01/1996;30;Al-Talaba SC;1,92m;destro;6;1;06/12/2021;200 mila €;https://www.transfermarkt.com/ali-yousif/profil/spieler/576265
Iraq;686845;14;Zidane Iqbal;Centrocampista;27/04/2003;23;FC Utrecht U21;1,81m;destro;24;2;27/01/2022;1,00 mln €;https://www.transfermarkt.com/zidane-iqbal/profil/spieler/686845
Iraq;949320;15;Ahmed Yahya;Terzino sinistro;01/07/1995;30;Al-Shorta SC;1,87m;sinistro;19;-;16/06/2023;450 mila €;https://www.transfermarkt.com/ahmed-yahya/profil/spieler/949320
Iraq;303766;16;Amir Al-Ammari;Mediano;27/07/1997;28;Cracovia;1,84m;sinistro;49;3;02/09/2021;1,00 mln €;https://www.transfermarkt.com/amir-al-ammari/profil/spieler/303766
Iraq;877672;17;Ali Jasim;Ala sinistra;20/01/2004;22;Al-Najma SC;1,78m;destro;36;2;13/10/2023;500 mila €;https://www.transfermarkt.com/ali-jasim/profil/spieler/877672
Iraq;401054;18;Aymen Hussein;Punta centrale;22/03/1996;30;Al-Karma;1,89m;destro;90;32;26/08/2015;400 mila €;https://www.transfermarkt.com/aymen-hussein/profil/spieler/401054
Iraq;413268;19;Kevin Yakob;Centrocampista;10/10/2000;25;Aarhus GF;1,84m;destro;8;-;16/06/2023;850 mila €;https://www.transfermarkt.com/kevin-yakob/profil/spieler/413268
Iraq;579294;20;Aimar Sher;Centrocampista;20/12/2002;23;Sarpsborg 08 FF;1,80m;destro;6;-;10/06/2025;1,50 mln €;https://www.transfermarkt.com/aimar-sher/profil/spieler/579294
Iraq;663153;21;Marko Farji;Ala sinistra;16/03/2004;22;Venezia FC;1,84m;destro;11;-;22/12/2024;1,70 mln €;https://www.transfermarkt.com/marko-farji/profil/spieler/663153
Iraq;560952;22;Ahmed Basil Fadhil;Portiere;19/08/1996;29;Al-Shorta SC;1,86m;entrambi;14;-;09/01/2023;450 mila €;https://www.transfermarkt.com/ahmed-basil-fadhil/profil/spieler/560952
Iraq;530527;23;Merchas Doski;Terzino sinistro;07/12/1999;26;FC Viktoria Plzen;1,73m;sinistro;31;1;23/09/2022;1,70 mln €;https://www.transfermarkt.com/merchas-doski/profil/spieler/530527
Iraq;1132850;24;Zaid Ismail;Mediano;03/01/2002;24;Al-Talaba SC;1,85m;;6;-;03/12/2025;500 mila €;https://www.transfermarkt.com/zaid-ismail/profil/spieler/1132850
Iraq;952341;25;Mustafa Saadoon;Terzino destro;25/05/2001;25;Al-Shorta SC;1,82m;destro;16;-;13/10/2023;350 mila €;https://www.transfermarkt.com/mustafa-saadoon/profil/spieler/952341
Iraq;166460;26;Frans Dhia Putros;Difensore centrale;14/07/1993;32;PERSIB Bandung;1,81m;destro;27;-;04/08/2018;325 mila €;https://www.transfermarkt.com/frans-dhia-putros/profil/spieler/166460
Marocco;207834;1;Yassine Bounou;Portiere;05/04/1991;35;Al-Hilal SFC;1,92m;sinistro;89;-;14/08/2013;3,00 mln €;https://www.transfermarkt.com/yassine-bounou/profil/spieler/207834
Marocco;398073;2;Achraf Hakimi;Terzino destro;04/11/1998;27;FC Paris Saint-Germain;1,80m;destro;95;11;11/10/2016;80,00 mln €;https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073
Marocco;340456;3;Noussair Mazraoui;Terzino destro;14/11/1997;28;Manchester United;1,83m;destro;44;2;08/09/2018;18,00 mln €;https://www.transfermarkt.com/noussair-mazraoui/profil/spieler/340456
Marocco;287579;4;Sofyan Amrabat;Mediano;21/08/1996;29;Real Betis Balompié;1,85m;destro;74;-;28/03/2017;10,00 mln €;https://www.transfermarkt.com/sofyan-amrabat/profil/spieler/287579
Marocco;361914;5;Nayef Aguerd;Difensore centrale;30/03/1996;30;Olympique Marsiglia;1,90m;sinistro;64;2;31/08/2016;15,00 mln €;https://www.transfermarkt.com/nayef-aguerd/profil/spieler/361914
Marocco;1097139;6;Ayyoub Bouaddi;Centrocampista;02/10/2007;18;LOSC Lilla;1,85m;destro;2;-;26/05/2026;50,00 mln €;https://www.transfermarkt.com/ayyoub-bouaddi/profil/spieler/1097139
Marocco;743384;7;Chemsdine Talbi;Ala destra;09/05/2005;21;AFC Sunderland;1,75m;destro;5;-;05/09/2025;25,00 mln €;https://www.transfermarkt.com/chemsdine-talbi/profil/spieler/743384
Marocco;593482;8;Azzedine Ounahi;Centrocampista;19/04/2000;26;Girona FC;1,82m;destro;48;9;10/01/2022;10,00 mln €;https://www.transfermarkt.com/azzedine-ounahi/profil/spieler/593482
Marocco;598506;9;Soufiane Rahimi;Ala sinistra;02/06/1996;30;Al-Ain FC;1,80m;destro;36;12;18/01/2021;6,00 mln €;https://www.transfermarkt.com/soufiane-rahimi/profil/spieler/598506
Marocco;314678;10;Brahim Díaz;Ala destra;03/08/1999;26;Real Madrid;1,70m;entrambi;25;13;22/03/2024;35,00 mln €;https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678
Marocco;702869;11;Ismael Saibari;Trequartista;28/01/2001;25;PSV Eindhoven;1,85m;destro;29;9;12/09/2023;40,00 mln €;https://www.transfermarkt.com/ismael-saibari/profil/spieler/702869
Marocco;97925;12;Munir El Kajoui;Portiere;10/05/1989;37;Renaissance de Berkane;1,90m;destro;52;-;28/03/2015;600 mila €;https://www.transfermarkt.com/munir-el-kajoui/profil/spieler/97925
Marocco;820474;13;Zakaria El Ouahdi;Terzino destro;31/12/2001;24;KRC Genk;1,71m;destro;2;-;09/06/2025;17,00 mln €;https://www.transfermarkt.com/zakaria-el-ouahdi/profil/spieler/820474
Marocco;272622;14;Issa Diop;Difensore centrale;09/01/1997;29;FC Fulham;1,94m;destro;3;-;27/03/2026;8,00 mln €;https://www.transfermarkt.com/issa-diop/profil/spieler/272622
Marocco;1130514;15;Samir El Mourabet;Centrocampista;06/10/2005;20;RC Strasburgo;1,87m;sinistro;3;-;27/03/2026;22,00 mln €;https://www.transfermarkt.com/samir-el-mourabet/profil/spieler/1130514
Marocco;1151929;16;Gessime Yassine;Ala destra;22/11/2005;20;RC Strasburgo;1,72m;sinistro;4;-;27/03/2026;12,00 mln €;https://www.transfermarkt.com/gessime-yassine/profil/spieler/1151929
Marocco;724520;17;Abde Ezzalzouli;Ala sinistra;17/12/2001;24;Real Betis Balompié;1,77m;destro;36;2;23/09/2022;40,00 mln €;https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520
Marocco;689637;18;Chadi Riad;Difensore centrale;17/06/2003;22;Crystal Palace;1,86m;sinistro;5;1;11/01/2024;15,00 mln €;https://www.transfermarkt.com/chadi-riad/profil/spieler/689637
Marocco;518804;19;Youssef Belammari;Terzino sinistro;20/09/1998;27;Al Ahly FC;1,75m;sinistro;17;-;12/10/2024;1,20 mln €;https://www.transfermarkt.com/youssef-belammari/profil/spieler/518804
Marocco;521127;20;Ayoub El Kaabi;Punta centrale;25/06/1993;32;Olympiacos Pireo;1,82m;sinistro;70;35;13/01/2018;4,50 mln €;https://www.transfermarkt.com/ayoub-el-kaabi/profil/spieler/521127
Marocco;799993;21;Ayoube Amaimouni-Echghouyab;Ala destra;30/11/2004;21;Eintracht Francoforte;1,79m;sinistro;1;-;02/06/2026;10,00 mln €;https://www.transfermarkt.com/ayoube-amaimouni-echghouyab/profil/spieler/799993
Marocco;238997;22;Ahmed Reda Tagnaouti;Portiere;05/04/1996;30;AS FAR Rabat;1,94m;destro;3;-;10/10/2017;1,00 mln €;https://www.transfermarkt.com/ahmed-reda-tagnaouti/profil/spieler/238997
Marocco;654982;23;Bilal El Khannouss;Trequartista;10/05/2004;22;VfB Stoccarda;1,80m;destro;36;3;17/12/2022;35,00 mln €;https://www.transfermarkt.com/bilal-el-khannouss/profil/spieler/654982
Marocco;901019;24;Neil El Aynaoui;Centrocampista;02/07/2001;24;AS Roma;1,85m;destro;15;2;05/09/2025;23,00 mln €;https://www.transfermarkt.com/neil-el-aynaoui/profil/spieler/901019
Marocco;913660;25;Redouane Halhal;Difensore centrale;05/03/2003;23;KV Mechelen;1,89m;destro;2;-;31/03/2026;5,00 mln €;https://www.transfermarkt.com/redouane-halhal/profil/spieler/913660
Marocco;485584;26;Anass Salah-Eddine;Terzino sinistro;18/01/2002;24;PSV Eindhoven;1,81m;sinistro;9;-;14/11/2025;12,00 mln €;https://www.transfermarkt.com/anass-salah-eddine/profil/spieler/485584
Messico;802855;1;Raúl Rangel;Portiere;25/02/2000;26;Deportivo Guadalajara;1,90m;destro;14;-;06/06/2024;6,50 mln €;https://www.transfermarkt.com/raul-rangel/profil/spieler/802855
Messico;356044;2;Jorge Sánchez;Terzino destro;10/12/1997;28;PAOK Salonicco;1,76m;destro;59;3;27/03/2019;2,00 mln €;https://www.transfermarkt.com/jorge-sanchez/profil/spieler/356044
Messico;387687;3;César Montes;Difensore centrale;24/02/1997;29;Lokomotiv Mosca;1,95m;destro;68;4;14/07/2017;7,50 mln €;https://www.transfermarkt.com/cesar-montes/profil/spieler/387687
Messico;401356;4;Edson Álvarez;Mediano;24/10/1997;28;Fenerbahce;1,90m;destro;99;7;08/02/2017;15,00 mln €;https://www.transfermarkt.com/edson-alvarez/profil/spieler/401356
Messico;532937;5;Johan Vásquez;Difensore centrale;22/10/1998;27;Genoa CFC;1,82m;sinistro;46;3;03/10/2019;12,00 mln €;https://www.transfermarkt.com/johan-vasquez/profil/spieler/532937
Messico;602324;6;Érik Lira;Mediano;08/05/2000;26;CD Cruz Azul;1,72m;destro;25;-;28/10/2021;12,00 mln €;https://www.transfermarkt.com/erik-lira/profil/spieler/602324
